IDText,Text,Text_Merged,Translated_Text
TXT0865,demokrasi bukan hanya proses tapi kesempatan untuk semua prabowo gibran memperjuangkan demokrasi yang partisipatif,demokrasi bukan hanya proses tapi kesempatan untuk semua prabowo gibran memperjuangkan demokrasi yang partisipatif,democracy is not just a process but an opportunity for all prabowo gibran fights for participatory democracy
TXT0866,ganjar mahfud hebat akan memberantas kkn dan pungli demi kesejahteraan kaum buruh di indonesia mahfud karawang karawang ctoiwyizw bersih kuatkankpk mahfud md,ganjar mahfud hebat akan memberantas kkn dan pungli demi kesejahteraan kaum buruh di indonesia mahfud karawang karawang ctoiwyizw bersih kuatkankpk mahfud md,"Ganjar Mahfud is great and will eradicate corruption, collusion and nepotism for the welfare of workers in Indonesia Mahfud Karawang Karawang Ctoiwyizw Clean Strengthen KPK Mahfud MD"
TXT0867,jujurdari sampai akhir gw hatersnya tp alhamdulillah dg mencoba dewasa dlm memahami perbedaan akhirnya gw hrs angkat topi ketika beliau mulai perlahan tinggalkan inangnya lalu brsatu brsma amp rakyat yg ingin bangsa ini berdaulat adilampmakmur re yusufagro,jujurdari sampai akhir gue hatersnya tapi alhamdulillah dengan mencoba dewasa dalam memahami perbedaan akhirnya gue harus angkat topi ketika beliau mulai perlahan tinggalkan inangnya lalu brsatu bersama amp rakyat yang ingin bangsa ini berdaulat adilampmakmur re yusufagro,"Honestly, from the end I was a hater, but thank God, by trying to be mature in understanding the differences, I finally had to take my hat off when he slowly started to leave his host and then unite with the people who want this nation to be sovereign, just and prosperous, re yusufagro"
TXT0868,dgn tdk memilih prabowo kita selamatkan demokrasi indonesia,dengan tidak memilih prabowo kita selamatkan demokrasi indonesia,by not voting for Prabowo we save Indonesian democracy
TXT0869,kontrak terbuka ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan pangan,kontrak terbuka ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan pangan,Ganjar Pranowo's open contract is an invitation for all of us to take part in creating food sovereignty.
TXT0870,terus maju ganjarmahfud keputusan mereka mendukung umkm masuk ekatalog pemerintah bakal membawa perubahan positif untuk ekonomi kerakyatan happy new year,terus maju ganjarmahfud keputusan mereka mendukung umkm masuk ekatalog pemerintah bakal membawa perubahan positif untuk ekonomi kerakyatan happy new year,keep moving forward ganjarmahfud their decision to support UMKM entering the government e-catalog will bring positive changes to the people's economy happy new year
TXT0871,prabowo sindir anies yang asal bicara soal pertahanan ambisi mengebugebu sehingga tidak objektif re oposisicerdas,prabowo sindir anies yang asal bicara soal pertahanan ambisi mengebugebu sehingga tidak objektif re oposisicerdas,"Prabowo criticizes Anies who talks carelessly about defense, ambition is so high that it is not objective, re smart opposition"
TXT0872,rangkuman debat ketiga dlm debat ketiga pak ganjar menyampaikan indeks yg menunjukkan ada kecenderungan penurunan posisi indonesia dimata global pak ganjar juga menyinggung ttg anggaran pertahanan yg akan dialokasikan dr pdb utk kesejahteraan prajurit pensiunan serta utk alutsista sakti tdk usang re naandaa,rangkuman debat ketiga dalam debat ketiga pak ganjar menyampaikan indeks yang menunjukkan ada kecenderungan penurunan posisi indonesia dimata global pak ganjar juga menyinggung tentang anggaran pertahanan yang akan dialokasikan dari pdb untuk kesejahteraan prajurit pensiunan serta untuk alutsista sakti tidak usang re naandaa,"Summary of the third debate in the third debate, Mr Ganjar delivered an index that showed a tendency for Indonesia's position to decline in the eyes of the world. Mr Ganjar also touched on the defense budget that will be allocated from GDP for the welfare of retired soldiers and for the non-obsolete military equipment. Re Naandaa"
TXT0873,keberlanjutan program kesehatan ibu dan anak menjadi prioritas ganjar pranowo prof mahfud menjamin kesejahteraan keluarga sebagai fondasi pembangunanjnke,keberlanjutan program kesehatan ibu dan anak menjadi prioritas ganjar pranowo prof mahfud menjamin kesejahteraan keluarga sebagai fondasi pembangunanjnke,"The sustainability of maternal and child health programs is a priority for Ganjar Pranowo, Prof. Mahfud, to ensure family welfare as the foundation for development."
TXT0874,ardiningrum debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis ganjar mahfud hebat buruh naik kelas,ardiningrum debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis ganjar mahfud hebat buruh naik kelas,"Ardiningrum, the first presidential debate, Ganjar emphasized maintaining democracy and eradicating cruel corruption, Ganjar Mahfud is great, workers are moving up a class."
TXT0875,abah anies baswedan amp cak imin tiba di gedung kpk menghadiri undangan kpk adu gagasan antikorupsi re mdyasmara,abah anies baswedan amp cak imin tiba di gedung kpk menghadiri undangan kpk adu gagasan antikorupsi re mdyasmara,father anies baswedan amp cak imin arrive at the kpk building to attend the kpk invitation to compete on anti-corruption ideas re mdyasmara
TXT0876,pelanggaran berat apk pelangaran berat etik pelanggar berat ham baliho tutupi icon kota batam belum beruasa saja semua aturan dilanggar lalu indonesia seperti apa yg akan kita harapkan hallo pasti akan siapkan alasan cebokin anak majikan re zulkiflilubis,pelanggaran berat apk pelangaran berat etik pelanggar berat ham baliho tutupi icon kota batam belum beruasa saja semua aturan dilanggar lalu indonesia seperti apa yang akan kita harapkan halo pasti akan siapkan alasan cebokin anak majikan re zulkiflilubis,serious violation apk serious violation of ethics serious violation of human rights billboards cover the icon of the city of Batam before it was in power all the rules were violated then what kind of Indonesia will we expect hello will definitely prepare a reason to clean the employer's child re zulkiflilubis
TXT0877,ganjar menghadiri tantangan kpk untuk menyampaikan komitmennya  pemberantasan korupsi di indonesia ganjarmahfud bekasi bekasi ganjar mahfud hebat memimpin indonesia,ganjar menghadiri tantangan kpk untuk menyampaikan komitmennya pemberantasan korupsi di indonesia ganjarmahfud bekasi bekasi ganjar mahfud hebat memimpin indonesia,ganjar attends the kpk challenge to convey his commitment to eradicating corruption in indonesia ganjarmahfud bekasi bekasi ganjar mahfud is great at leading indonesia
TXT0878,lagi lagi prabowo menjelaskan dirinya tak pantas jadi presiden dia tdk bisa menjawab apa yg ditanyakan anies baswedan malah mengatakan tidak pantas bertanya ttg etika lagi lagi soal emosional stability dan etika berdebat memang dia tak terbiasa dg event seperti ini re alisyarief,lagi lagi prabowo menjelaskan dirinya tak pantas jadi presiden dia tidak bisa menjawab apa yang ditanyakan anies baswedan malah mengatakan tidak pantas bertanya tentang etika lagi lagi soal emosional stability dan etika berdebat memang dia tak terbiasa dengan event seperti ini re alisyarief,"Prabowo once again explained that he was not fit to be president. He could not answer what Anies Baswedan asked. Instead, he said that it was not appropriate to ask about ethics. Again, it was about emotional stability and the ethics of debating. He was indeed not used to events like this. Re Alisyarief"
TXT0879,kebijakan insentif pajak ini akan membantu pertumbuhan bisnis startup di indonesia terima kasih kepada ganjarmahfud happy new year,kebijakan insentif pajak ini akan membantu pertumbuhan bisnis startup di indonesia terima kasih kepada ganjarmahfud happy new year,This tax incentive policy will help the growth of startup businesses in Indonesia. Thank you Ganjarmahfud. Happy New Year.
TXT0880,mereka mengadu pada anies dengan terisakisak nb warga kampung bayam merasa dipersulit oleh pj gubernur dki re herculep,mereka mengadu pada anies dengan terisakisak nb warga kampung bayam merasa dipersulit oleh pj gubernur dki re herculep,they complained to anies with sobs nb the residents of bayam village felt they were being made things difficult by the acting governor of dki re herculep
TXT0881,strategi debat anies baswedan dinilai mencerminkan ketajaman dan kecerdasan seorang pemimpin re oposisicerdas,strategi debat anies baswedan dinilai mencerminkan ketajaman dan kecerdasan seorang pemimpin re oposisicerdas,Anies Baswedan's debate strategy is considered to reflect the sharpness and intelligence of an intelligent opposition leader
TXT0882,jenguk relawan korban penganiayaan oknum tni tak ada cerita main hakim sendiri calon presiden nomor urut ganjar pranowo menjenguk dua korban dugaan penganiayaan sejumlah oknum anggota tni yang masih dirawat di rumah sakit umum daerah rsud pandan arang boyolali jawa tengah minggu malam ganjar tiba di rumah sakit sekitar pukul wib mantan gubernur jawa tengah itu turut didampingi sang istri siti atikoh ganjar pranowo kedatangan ganjar bersama rombongan disambut direktur rsud pandan arang boyolali fx kristandyoko ganjar kemudian naik menuju ruang mpu bharada lantai tiga gedung merbabu ganjar awalnya masuk ke kamar korban nomor ganjar bersama atikoh dan beberapa perwakilan masuk ke kamar korban nomor setelah itu ganjar keluar dan masuk ke kamar korban nomor hanya saja atikoh tidak ikut masuk mendampingi sang suami atikoh terlihat menitihkan air mata di luar kamar sekitar pukul wib ganjar keluar dari kamar korban nomor kepada wartawan ganjar mengatakan dari tujuh relawan yang diduga dianiaya sejumlah oknum anggota tni masih ada dua korban yang menjalani rawat inap di rumah sakit dari tujuh anak ada dua yang sekarang masih dirawat satu tadi saya tidak sempat karena masih tidur karena masih bengkakbengkak yang satu sudah bisa diajak bicara hasil pemeriksaan dokter membaik bagus ya tidak gagar otak tulangnya bagus terus kemudian otaknya juga bagus hanya patah gigi dan sebagainya kata ganjar di rsud pandan arang boyolali minggu malam ganjar mengaku sempat mendengarkan cerita dari salah satu korban menurut dia korban pada saat kejadian dugaan penganiayaan sedang berhenti di lampu merah korban kemudian dipukul kalau ada penjelasan lainnya rasarasanya harus ada pengadilan untuk itu biar penjelasannya tidak teng blasur ke manamana kata dia re aryprasetyo,jenguk relawan korban penganiayaan oknum tni tak ada cerita main hakim sendiri calon presiden nomor urut ganjar pranowo menjenguk dua korban dugaan penganiayaan sejumlah oknum anggota tni yang masih dirawat di rumah sakit umum daerah rsud pandan arang boyolali jawa tengah minggu malam ganjar tiba di rumah sakit sekitar pukul wib mantan gubernur jawa tengah itu turut didampingi sang istri siti atikoh ganjar pranowo kedatangan ganjar bersama rombongan disambut direktur rsud pandan arang boyolali fx kristandyoko ganjar kemudian naik menuju ruang mpu bharada lantai tiga gedung merbabu ganjar awalnya masuk ke kamar korban nomor ganjar bersama atikoh dan beberapa perwakilan masuk ke kamar korban nomor setelah itu ganjar keluar dan masuk ke kamar korban nomor hanya saja atikoh tidak ikut masuk mendampingi sang suami atikoh terlihat menitihkan air mata di luar kamar sekitar pukul wib ganjar keluar dari kamar korban nomor kepada wartawan ganjar mengatakan dari tujuh relawan yang diduga dianiaya sejumlah oknum anggota tni masih ada dua korban yang menjalani rawat inap di rumah sakit dari tujuh anak ada dua yang sekarang masih dirawat satu tadi saya tidak sempat karena masih tidur karena masih bengkakbengkak yang satu sudah bisa diajak bicara hasil pemeriksaan dokter membaik bagus ya tidak gagar otak tulangnya bagus terus kemudian otaknya juga bagus hanya patah gigi dan sebagainya kata ganjar di rsud pandan arang boyolali minggu malam ganjar mengaku sempat mendengarkan cerita dari salah satu korban menurut dia korban pada saat kejadian dugaan penganiayaan sedang berhenti di lampu merah korban kemudian dipukul kalau ada penjelasan lainnya rasarasanya harus ada pengadilan untuk itu biar penjelasannya tidak teng blasur ke manamana kata dia re aryprasetyo,"Visiting volunteers who were victims of abuse by TNI members, there is no story of taking the law into one's own hands, presidential candidate number Ganjar Pranowo visited two victims of alleged abuse by a number of TNI members who are still being treated at the regional general hospital, Pandan Arang Hospital, Boyolali, Central Java. Sunday night, Ganjar arrived at the hospital at around 10:00 WIB. The former governor of Central Java was accompanied by his wife, Siti Atikoh. Ganjar Pranowo arrived with his entourage and was greeted by the director of the Pandan Arang Hospital, Boyolali, FX Kristandyoko. Ganjar then went up to the Mpu Bharada room on the third floor of the Merbabu building. Ganjar initially entered the room of victim number. Ganjar, together with Atikoh and several representatives, entered the room of victim number. After that, Ganjar came out and entered the room of victim number. However, Atikoh did not accompany her husband. Atikoh was seen shedding tears outside the room at around 10:00 WIB. Ganjar came out of the room of victim number. Ganjar told reporters that of the seven volunteers who were allegedly abused by a number of TNI members, there were still two victims who were hospitalized in the hospital. Of the seven There are two children who are currently being treated, one I didn't have time because he was still sleeping because he was still swollen, the other one can already talk, the results of the doctor's examination are getting better, it's not a brain failure, the bones are good and then the brain is also good, only a broken tooth and so on, said Ganjar at the Pandan Arang Hospital, Boyolali, Sunday night, Ganjar admitted that he had heard the story from one of the victims, according to him, the victim at the time of the alleged abuse incident was stopped at a red light, the victim was then beaten, if there is another explanation, it feels like there should be a trial for that so that the explanation doesn't go anywhere, he said re Aryprasetyo"
TXT0883,enak banget ya jadi bikin jadwal desak anies di gedung milik pemerintah diluar hari sabtuminggu sekedar agar bisa framing drama terzholimi lalu cawapresnya mau mendaratkan helikopternya seenak udelnya tanpa pemberitahuan sama sekali mereka mau bikin negara tanpa aturan re partaisocmed,enak banget ya jadi bikin jadwal desak anies di gedung milik pemerintah diluar hari sabtuminggu sekedar agar bisa framing drama terzholimi lalu cawapresnya mau mendaratkan helikopternya seenak udelnya tanpa pemberitahuan sama sekali mereka mau bikin negara tanpa aturan re partaisocmed,"It's really good, so they made a schedule to pressure Anies in a government building outside of Saturdays and Sundays just so they could frame the drama of being oppressed, then the vice presidential candidate wanted to land his helicopter as he pleased without any notification at all, they wanted to create a country without rules, re-party, social media"
TXT0884,bicara soal upaya pemberantasan korupsi ganjarmahfud komitmen akan tingkatkan transparansi miskinkan koruptor dan kirim ke nusakambangan prabowogibran akan menjamin kualitas hidup para penegak hukum dan pejabat dengan cara menaikkan gaji kalian setuju cara siapa re yusufdumdum,bicara soal upaya pemberantasan korupsi ganjarmahfud komitmen akan tingkatkan transparansi miskinkan koruptor dan kirim ke nusakambangan prabowogibran akan menjamin kualitas hidup para penegak hukum dan pejabat dengan cara menaikkan gaji kalian setuju cara siapa re yusufdumdum,"Talking about efforts to eradicate corruption, Ganjar Mahfud is committed to increasing transparency, impoverishing corruptors and sending them to Nusakambangan, Prabowogibran will guarantee the quality of life of law enforcers and officials by increasing their salaries. Do you agree with who? Re Yusufdumdum"
TXT0885,dari ketiga capres hanya anies yg bicara model pertahanan yg juga penting adalah diplomasi dan pemain central global perencanaan dan pembelian alutsista tidak berorientasi masa lalu namun disesuaikan dg kebutuhan masa depan re saidisudarsono,dari ketiga capres hanya anies yang bicara model pertahanan yang juga penting adalah diplomasi dan pemain central global perencanaan dan pembelian alutsista tidak berorientasi masa lalu namun disesuaikan dengan kebutuhan masa depan re saidisudarsono,"Of the three presidential candidates, only Anies talked about the defense model, which is also important, diplomacy and global central players, planning and purchasing defense equipment should not be oriented towards the past but should be adjusted to future needs, re Saidisudarsono"
TXT0886,perlu serius dicamkan bahwa aktualitas anies sama sekali publik tidak mencerminkan kepemimpinan yang objektif dalam pemecahan masalah diplomasi seperti lcs ini anies desak anies abah anies anies bubble,perlu serius dicamkan bahwa aktualitas anies sama sekali publik tidak mencerminkan kepemimpinan yang objektif dalam pemecahan masalah diplomasi seperti lcs ini anies desak anies abah anies anies bubble,It needs to be seriously noted that Anies's actuality in public does not reflect objective leadership in solving diplomatic problems such as LCS. Anies urges Anies to Abah Anies. Anies bubble
TXT0887,rumah dp itu terealisasi sdh ada di bbrp tempat walaupun memang diakui secara presentase itu kecil namanya jg on going project dan waktu gubernur kan ada batasnya ya mestinya berkelanjutan dan dilanjutkan pemerintahan selanjutnya kalo pak anies dikritisi tidak selesai gmn dg yg lain boro selesai yg ada malah gagal contoh proyek ps yg terkenal food estate atau dlm menangani banjir di pesisir utara jawa tengah gerak saja belum padahal sdh periode jd mari berfikir rasional dg memperbandingkan jgn cuman disorotin satu pihak sorotin yg lain jg dong re asfanwarah,rumah dp itu terealisasi sudah ada di beberapa tempat walaupun memang diakui secara presentase itu kecil namanya juga on going project dan waktu gubernur kan ada batasnya ya mestinya berkelanjutan dan dilanjutkan pemerintahan selanjutnya kalo pak anies dikritisi tidak selesai bagaimana dengan yang lain boro selesai yang ada malah gagal contoh proyek pas yang terkenal food estate atau dalam menangani banjir di pesisir utara jawa tengah gerak saja belum padahal sudah periode jadi mari berpikir rasional dengan memperbandingkan jangan cuman disorotin satu pihak sorotin yang lain juga dong re asfanwarah,"The DP house has been realized in several places, although it is recognized that the percentage is small, it is also an ongoing project and the governor's time has a limit, so it should be sustainable and continued by the next government. If Mr. Anies is criticized for not being finished, what about the others? Let alone finishing, they will fail, for example, the famous food estate project or in handling flooding on the north coast of Central Java, it hasn't even started even though it's been a period, so let's think rationally by comparing, don't just highlight one party, highlight the others too, re asfanwarah"
TXT0888,saling menghargai sesama umat beragama ganjar sangat toleransi ganjar mahfud hebat,saling menghargai sesama umat beragama ganjar sangat toleransi ganjar mahfud hebat,respect each other among fellow religious people ganjar is very tolerant ganjar mahfud is great
TXT0889,wah keren ganjarmahfud punya niat baik buat merregulasi platform digital baik yang lokal maupun multinasional ini penting buat kepentingan nasional kita happy new year,wah keren ganjarmahfud punya niat baik buat merregulasi platform digital baik yang lokal maupun multinasional ini penting buat kepentingan nasional kita happy new year,"Wow, cool, Ganjarmahfud has good intentions to regulate digital platforms, both local and multinational. This is important for our national interests. Happy New Year."
TXT0890,keren abis ganjarmahfud bikin kebijakan pro kesejahteraan aph sat set buat bhayangkara,keren habis ganjarmahfud bikin kebijakan pro kesejahteraan aph sat set buat bhayangkara,"Cool, Gangarmahfud made a pro-welfare policy, APH Sat Set for Bhayangkara"
TXT0891,kok bisa ya si mulutmanies salah sejauh itu soal anggaran prabowo dukungantulus untuk penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi,kok bisa ya sih mulutmanies salah sejauh itu soal anggaran prabowo dukungantulus untuk penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi,"How can it be that the mouthmanies are wrong as far as Prabowo's budget is concerned, sincere support for those curious about the freedom of PTN, top defense minister makes you cry, stupid PT TMI"
TXT0892,dua tema yg sudah ramai sebelum ke adalah soal anggaran alutsista anggaran pertahanan dan alutsista bekas dan tim substansi harusnya sudah siapkan jawaban yg taktis dan efisien untuk satu menit dg argumentasi dan data tapi gak nampak timnya re unilubis,dua tema yang sudah ramai sebelum ke adalah soal anggaran alutsista anggaran pertahanan dan alutsista bekas dan tim substansi harusnya sudah siapkan jawaban yang taktis dan efisien untuk satu menit dengan argumentasi dan data tapi enggak menampak timnya re unilubis,two themes that were already busy before were the defense budget and used defense equipment budget and the substance team should have prepared a tactical and efficient answer for one minute with arguments and data but the team did not appear to be re unilubis
TXT0893,demokrat bersama prabowo bukan gibran dilematis bagi demokrat tepatnya bagi susilo bambang yudhoyono sby dan agus harimurti yudhoyono ahy gagal menyandingkan ahy dengan anies baswedan demokrat hengkang dari koalisi perubahan malah ketemu gibran gibran putra jokowi ahy putra sby di sini terjadi persaingan para pangeran ahy didaulat oleh sang ayah untuk dipersiapkan menjadi pemimpin masa depan begitu juga gibran tapi malang nasib ahy setidaknya untuk saat ini gagal nyagub dki gagal pula jadi cawapres padahal ahy telah mengorbankan karir indahnya di militer gibran jauh lebih baik nasibnya baru dua tahun jadi walikota solo sekarang menjadi cawapres gibran mendampingi prabowo yang usianya sudah cukup sepuh peluang ahy semakin sulit kalau tidak dibilang tertutup jika prabowogibran jadi prabowo jatuh di tengah jalan gibran yang akan menggantikannya sepuluh tahun akan membuat ahy kehilangan momentum akan banyak rising stars yang lahir belum lagi jika gibran juga orbitkan putra mahkotanya untuk meneruskan citacita kakeknya anggap saja uraian di atas adalah sebuah imajinasi sby dan ahy tentu tidak suka kalau imajinasi ini bisa terjadi karena ini akan menjadi petaka dan bencana bagi ahy mungkin juga bagi demokrat dilematis maju kena mundur kena terlanjur tinggalkan koalisi perubahan harapannya dihadang oleh hadirnya gibran jadi cawaperes lihat balihobaliho ahy gambarnya hanya foto ahy dan prabowo tulisannya demokrat bersama prabowo kok gak ada foto gibran itulah masalah krusialnya belakangan mulai ada satu dua foto ahy bersama prabowogibran kabarnya demokrat dapat teguran lalu pasang foto gibran di sinilah letak dilematisnya kalau dikalkulasi lebih menguntungkan mana bagi ahy dan demokrat anies baswedanmuhaimin iskandar yang menang atau prabowogibran yang menang ya lebih menguntungkan kalau anies baswedanmuhaimin iskandar apa argumentasinya aniesbaswedan menang demokrat bisa bergabung jika melihat record dan gaya kepemimpinan anies baswedan yang merangkul maka koalisi perubahan akan membuka tangan untuk menerima demokrat bergabung bergabungnya demokrat akan menjadi pintu bagi ahy untuk berkarir lebih terbuka ke depan setidaknya lebih terbuka peluangnya untuk menjadi cawapres kalau prabowogibran yang menang ahy selesai rivalitas probowo dengan sby dan rivalitas gibran dengan ahy akan menjadi tembok yang terlalu tebal bagi sby dan demokrat untuk mengantarkan karir ahy masih beruntung kalau demokrat masih dibiarkan hidup mari kita bayangkan situasi politik pasca pilpres dengan kemungkinan anies baswedan yang menjadi presiden atau prabowo bagaimana dinamika politiknya dan bagaimana nasib masingmasing partai dengan semua karakternya dalam bermanuver jangan lupa juga dan ini yang terpenting bagaimana nasib rakyat ketika dipimpin anies baswedan atau prabowo juga nasib ekonomi demokrasi dan ham di indonesia setidaknya bisa membandingkan food estate kemenhan dan food station bumd milik dki kok ganjar gak ikut dibicarakan anda pasti sudah tahu jawabannya yang pasti nasib ganjar sedang tidak baikbaik saja re tijabar,demokrat bersama prabowo bukan gibran dilematis bagi demokrat tepatnya bagi susilo bambang yudhoyono surabaya dan agus harimurti yudhoyono ahy gagal menyandingkan ahy dengan anies baswedan demokrat hengkang dari koalisi perubahan malah ketemu gibran gibran putra jokowi ahy putra surabaya di sini terjadi persaingan para pangeran ahy didaulat oleh sang ayah untuk dipersiapkan menjadi pemimpin masa depan begitu juga gibran tapi malang nasib ahy setidaknya untuk saat ini gagal nyagub dki gagal pula jadi cawapres padahal ahy telah mengorbankan karir indahnya di militer gibran jauh lebih baik nasibnya baru dua tahun jadi walikota solo sekarang menjadi cawapres gibran mendampingi prabowo yang usianya sudah cukup sepuh peluang ahy semakin sulit kalau tidak dibilang tertutup jika prabowogibran jadi prabowo jatuh di tengah jalan gibran yang akan menggantikannya sepuluh tahun akan membuat ahy kehilangan momentum akan banyak rising stars yang lahir belum lagi jika gibran juga orbitkan putra mahkotanya untuk meneruskan citacita kakeknya anggap saja uraian di atas adalah sebuah imajinasi surabaya dan ahy tentu tidak suka kalau imajinasi ini bisa terjadi karena ini akan menjadi petaka dan bencana bagi ahy mungkin juga bagi demokrat dilematis maju kena mundur kena terlanjur tinggalkan koalisi perubahan harapannya dihadang oleh hadirnya gibran jadi cawaperes lihat balihobaliho ahy gambarnya hanya foto ahy dan prabowo tulisannya demokrat bersama prabowo kok enggak ada foto gibran itulah masalah krusialnya belakangan mulai ada satu dua foto ahy bersama prabowogibran kabarnya demokrat dapat teguran lalu pasang foto gibran di sinilah letak dilematisnya kalau dikalkulasi lebih menguntungkan mana bagi ahy dan demokrat anies baswedanmuhaimin iskandar yang menang atau prabowogibran yang menang ya lebih menguntungkan kalau anies baswedanmuhaimin iskandar apa argumentasinya aniesbaswedan menang demokrat bisa bergabung jika melihat record dan gaya kepemimpinan anies baswedan yang merangkul maka koalisi perubahan akan membuka tangan untuk menerima demokrat bergabung bergabungnya demokrat akan menjadi pintu bagi ahy untuk berkarir lebih terbuka ke depan setidaknya lebih terbuka peluangnya untuk menjadi cawapres kalau prabowogibran yang menang ahy selesai rivalitas probowo dengan surabaya dan rivalitas gibran dengan ahy akan menjadi tembok yang terlalu tebal bagi surabaya dan demokrat untuk mengantarkan karir ahy masih beruntung kalau demokrat masih dibiarkan hidup mari kita bayangkan situasi politik pasca pilpres dengan kemungkinan anies baswedan yang menjadi presiden atau prabowo bagaimana dinamika politiknya dan bagaimana nasib masingmasing partai dengan semua karakternya dalam bermanuver jangan lupa juga dan ini yang terpenting bagaimana nasib rakyat ketika dipimpin anies baswedan atau prabowo juga nasib ekonomi demokrasi dan ham di indonesia setidaknya bisa membandingkan food estate kemenhan dan food station bumd milik dki kok ganjar enggak ikut dibicarakan anda pasti sudah tahu jawabannya yang pasti nasib ganjar sedang tidak baikbaik saja re tijabar,"Democrats with Prabowo not Gibran dilemma for Democrats, especially for Susilo Bambang Yudhoyono Surabaya and Agus Harimurti Yudhoyono Ahy failed to pair Ahy with Anies Baswedan Democrats left the coalition for change instead met Gibran Gibran, son of Jokowi Ahy, son of Surabaya Here there is a competition between princes Ahy was appointed by his father to be prepared to become a future leader, so too Gibran, but Ahy's fate is unfortunate, at least for now he failed to run for governor of DKI, also failed to become vice president even though Ahy had sacrificed his beautiful career in the military Gibran's fate is much better, he has only been mayor of Solo for two years, now he is vice president Gibran accompanies Prabowo who is quite old Ahy's chances are getting more difficult if not closed If Prabowogibran becomes Prabowo falls in the middle of the road Gibran who will replace him for ten years will make Ahy lose momentum, many rising stars will be born, not to mention if Gibran also orbits his crown prince to continue his ideals his grandfather just assume the description above is an imagination of Surabaya and of course Ahy doesn't like it if this imagination can happen because it will be a disaster and a calamity for Ahy maybe also for the Democrats, in a dilemma, advancing or retreating or being hit, leaving the coalition for change, his hopes are blocked by the presence of Gibran as the vice presidential candidate, look at Ahy's billboard, the picture is only a photo of Ahy and Prabowo, it says Democrats with Prabowo, why is there no photo of Gibran, that's the crucial problem, recently there have been one or two photos of Ahy with Prabowo, reportedly the Democrats got a warning and then put up a photo of Gibran, this is where the dilemma lies, if calculated, which is more profitable for Ahy and the Democrats, Anies Baswedan-Muhaimin Iskandar wins or Prabowogibran wins, yes, it is more profitable if Anies Baswedan-Muhaimin Iskandar wins, what is the argument, Anies Baswedan wins, the Democrats can join, if you look at Anies Baswedan's record and leadership style that embraces, then the coalition for change will open its arms to accept the Democrats to join, the Democrats joining will be the door for ahy to have a more open career in the future at least his chances of becoming a vice presidential candidate are more open if prabowo wins ahy is finished probowo's rivalry with surabaya and gibran's rivalry with ahy will be a wall that is too thick for surabaya and democrats to deliver ahy's career is still lucky if the democrats are still allowed to live let's imagine the political situation after the presidential election with the possibility of anies baswedan becoming president or prabowo how the political dynamics are and what the fate of each party is with all its characters in maneuvering don't forget also and this is the most important thing how the fate of the people is when led by anies baswedan or prabowo also the fate of the economy democracy and human rights in indonesia at least can compare the food estate of the ministry of defense and the food station bumd owned by dki why is ganjar not discussed you must already know the answer what is certain is ganjar's fate is not good re tijabar"
TXT0894,prabowo gibran dpt dukungan dr komunitas basket jakarta koordinator komunitas fanhari nugroho mengatakan capres cawapres pemimpin berprestasi dan bekerja nyata indonesia tdk butuh pemimpin yg hny menyerap apbn spt ktp sakti yg buang waktu rakyat kecil pungli rawan korupsi,prabowo gibran dapat dukungan dari komunitas basket jakarta koordinator komunitas fanhari nugroho mengatakan capres cawapres pemimpin berprestasi dan bekerja nyata indonesia tidak butuh pemimpin yang hanya menyerap apbn seperti ktp sakti yang buang waktu rakyat kecil pungli rawan korupsi,"Prabowo Gibran gets support from Jakarta basketball community. Community coordinator Fanhari Nugroho said that presidential and vice presidential candidates are leaders who achieve and work for real. Indonesia does not need leaders who only absorb the state budget like the magic ID card which wastes the time of the common people, extortion is prone to corruption."
TXT0895,wah selamat harlah  tahun untuk partai persatuan pembangunan tidak teras sudah slma ini mengiringi demokrasi indonesia semoga makin maju dan berkembang serta semakin jaya ttp satukan hati dan pikiran dgn dukung paslon nomer ganjar pranowo dan mahfud md,wah selamat harlah tahun untuk partai persatuan pembangunan tidak teras sudah slma ini mengiringi demokrasi indonesia semoga makin maju dan berkembang serta semakin jaya tetap satukan hati dan pikiran dengan dukung paslon nomer ganjar pranowo dan mahfud md,"Wow, happy new year to the United Development Party. It is not felt that it has been accompanying Indonesian democracy for so long. Hopefully it will continue to advance and develop and become more glorious. Keep your hearts and minds united by supporting candidate pair number Ganjar Pranowo and Mahfud MD."
